stateA,stateB,Direction,Value,A_state,A_long,A_lat,B_state,B_long,B_lat
New York,Michigan,in-mover,4055,New York,-75.5268,42.9538,Michigan,-85.4102,44.3467
New York,Michigan,out-mover,6173,New York,-75.5268,42.9538,Michigan,-85.4102,44.3467
North Carolina,Michigan,in-mover,6181,North Carolina,-79.3877,35.5557,Michigan,-85.4102,44.3467
North Carolina,Michigan,out-mover,3897,North Carolina,-79.3877,35.5557,Michigan,-85.4102,44.3467
North Dakota,Michigan,in-mover,845,North Dakota,-100.4659,47.4501,Michigan,-85.4102,44.3467
North Dakota,Michigan,out-mover,582,North Dakota,-100.4659,47.4501,Michigan,-85.4102,44.3467
Ohio,Michigan,in-mover,13571,Ohio,-82.7937,40.2862,Michigan,-85.4102,44.3467
Ohio,Michigan,out-mover,13801,Ohio,-82.7937,40.2862,Michigan,-85.4102,44.3467
Oklahoma,Michigan,in-mover,1464,Oklahoma,-97.4943,35.5889,Michigan,-85.4102,44.3467
Oklahoma,Michigan,out-mover,788,Oklahoma,-97.4943,35.5889,Michigan,-85.4102,44.3467
Oregon,Michigan,in-mover,1588,Oregon,-120.5583,43.9336,Michigan,-85.4102,44.3467
Oregon,Michigan,out-mover,1252,Oregon,-120.5583,43.9336,Michigan,-85.4102,44.3467
Pennsylvania,Michigan,in-mover,2795,Pennsylvania,-77.7996,40.8781,Michigan,-85.4102,44.3467
Pennsylvania,Michigan,out-mover,4323,Pennsylvania,-77.7996,40.8781,Michigan,-85.4102,44.3467
Puerto Rico,Michigan,in-mover,82,Puerto Rico,-66.43,18.222,Michigan,-85.4102,44.3467
Puerto Rico,Michigan,out-mover,1136,Puerto Rico,-66.43,18.222,Michigan,-85.4102,44.3467
Rhode Island,Michigan,in-mover,230,Rhode Island,-71.5562,41.6762,Michigan,-85.4102,44.3467
Rhode Island,Michigan,out-mover,190,Rhode Island,-71.5562,41.6762,Michigan,-85.4102,44.3467
South Carolina,Michigan,in-mover,2869,South Carolina,-80.8964,33.9169,Michigan,-85.4102,44.3467
South Carolina,Michigan,out-mover,2021,South Carolina,-80.8964,33.9169,Michigan,-85.4102,44.3467
South Dakota,Michigan,in-mover,173,South Dakota,-100.2263,44.4443,Michigan,-85.4102,44.3467
South Dakota,Michigan,out-mover,286,South Dakota,-100.2263,44.4443,Michigan,-85.4102,44.3467
Tennessee,Michigan,in-mover,5661,Tennessee,-86.3505,35.858,Michigan,-85.4102,44.3467
Tennessee,Michigan,out-mover,4442,Tennessee,-86.3505,35.858,Michigan,-85.4102,44.3467
Texas,Michigan,in-mover,10023,Texas,-99.3312,31.4757,Michigan,-85.4102,44.3467
Texas,Michigan,out-mover,8458,Texas,-99.3312,31.4757,Michigan,-85.4102,44.3467
Utah,Michigan,in-mover,949,Utah,-111.6703,39.3055,Michigan,-85.4102,44.3467
Utah,Michigan,out-mover,710,Utah,-111.6703,39.3055,Michigan,-85.4102,44.3467
Vermont,Michigan,in-mover,277,Vermont,-72.6658,44.0687,Michigan,-85.4102,44.3467
Vermont,Michigan,out-mover,223,Vermont,-72.6658,44.0687,Michigan,-85.4102,44.3467
Virginia,Michigan,in-mover,4056,Virginia,-78.8537,37.5215,Michigan,-85.4102,44.3467
Virginia,Michigan,out-mover,3185,Virginia,-78.8537,37.5215,Michigan,-85.4102,44.3467
Washington,Michigan,in-mover,3639,Washington,-120.4472,47.3826,Michigan,-85.4102,44.3467
Washington,Michigan,out-mover,2053,Washington,-120.4472,47.3826,Michigan,-85.4102,44.3467
West Virginia,Michigan,in-mover,508,West Virginia,-80.6227,38.6409,Michigan,-85.4102,44.3467
West Virginia,Michigan,out-mover,519,West Virginia,-80.6227,38.6409,Michigan,-85.4102,44.3467
Wisconsin,Michigan,in-mover,5073,Wisconsin,-89.9941,44.6243,Michigan,-85.4102,44.3467
Wisconsin,Michigan,out-mover,4331,Wisconsin,-89.9941,44.6243,Michigan,-85.4102,44.3467
Wyoming,Michigan,in-mover,335,Wyoming,-107.5512,42.9957,Michigan,-85.4102,44.3467
Wyoming,Michigan,out-mover,482,Wyoming,-107.5512,42.9957,Michigan,-85.4102,44.3467
Alabama,Minnesota,in-mover,338,Alabama,-86.8287,32.7794,Minnesota,-94.3053,46.2807
Alabama,Minnesota,out-mover,424,Alabama,-86.8287,32.7794,Minnesota,-94.3053,46.2807
Alaska,Minnesota,in-mover,698,Alaska,-152.2782,64.0685,Minnesota,-94.3053,46.2807
Alaska,Minnesota,out-mover,594,Alaska,-152.2782,64.0685,Minnesota,-94.3053,46.2807
Arizona,Minnesota,in-mover,6625,Arizona,-111.6602,34.2744,Minnesota,-94.3053,46.2807
Arizona,Minnesota,out-mover,2993,Arizona,-111.6602,34.2744,Minnesota,-94.3053,46.2807
Arkansas,Minnesota,in-mover,542,Arkansas,-92.4426,34.8938,Minnesota,-94.3053,46.2807
Arkansas,Minnesota,out-mover,488,Arkansas,-92.4426,34.8938,Minnesota,-94.3053,46.2807
California,Minnesota,in-mover,7689,California,-119.4696,37.1841,Minnesota,-94.3053,46.2807
California,Minnesota,out-mover,5927,California,-119.4696,37.1841,Minnesota,-94.3053,46.2807
Colorado,Minnesota,in-mover,4854,Colorado,-105.5478,38.9972,Minnesota,-94.3053,46.2807
Colorado,Minnesota,out-mover,3575,Colorado,-105.5478,38.9972,Minnesota,-94.3053,46.2807
Connecticut,Minnesota,in-mover,454,Connecticut,-72.7273,41.6219,Minnesota,-94.3053,46.2807
Connecticut,Minnesota,out-mover,529,Connecticut,-72.7273,41.6219,Minnesota,-94.3053,46.2807
Delaware,Minnesota,in-mover,25,Delaware,-75.505,38.9896,Minnesota,-94.3053,46.2807
Delaware,Minnesota,out-mover,47,Delaware,-75.505,38.9896,Minnesota,-94.3053,46.2807
Florida,Minnesota,in-mover,6577,Florida,-82.4497,28.6305,Minnesota,-94.3053,46.2807
Florida,Minnesota,out-mover,3961,Florida,-82.4497,28.6305,Minnesota,-94.3053,46.2807
Georgia,Minnesota,in-mover,2169,Georgia,-83.4426,32.6415,Minnesota,-94.3053,46.2807
Georgia,Minnesota,out-mover,1730,Georgia,-83.4426,32.6415,Minnesota,-94.3053,46.2807
Hawaii,Minnesota,in-mover,431,Hawaii,-156.3737,20.2927,Minnesota,-94.3053,46.2807
Hawaii,Minnesota,out-mover,270,Hawaii,-156.3737,20.2927,Minnesota,-94.3053,46.2807
Idaho,Minnesota,in-mover,452,Idaho,-114.613,44.3509,Minnesota,-94.3053,46.2807
Idaho,Minnesota,out-mover,499,Idaho,-114.613,44.3509,Minnesota,-94.3053,46.2807
Illinois,Minnesota,in-mover,4422,Illinois,-89.1965,40.0417,Minnesota,-94.3053,46.2807
Illinois,Minnesota,out-mover,8165,Illinois,-89.1965,40.0417,Minnesota,-94.3053,46.2807
Indiana,Minnesota,in-mover,1591,Indiana,-86.2816,39.8942,Minnesota,-94.3053,46.2807
Indiana,Minnesota,out-mover,1742,Indiana,-86.2816,39.8942,Minnesota,-94.3053,46.2807
Iowa,Minnesota,in-mover,6902,Iowa,-93.496,42.0751,Minnesota,-94.3053,46.2807
Iowa,Minnesota,out-mover,5712,Iowa,-93.496,42.0751,Minnesota,-94.3053,46.2807
Kansas,Minnesota,in-mover,1162,Kansas,-98.3804,38.4937,Minnesota,-94.3053,46.2807
Kansas,Minnesota,out-mover,1156,Kansas,-98.3804,38.4937,Minnesota,-94.3053,46.2807
Kentucky,Minnesota,in-mover,555,Kentucky,-85.3021,37.5347,Minnesota,-94.3053,46.2807
Kentucky,Minnesota,out-mover,469,Kentucky,-85.3021,37.5347,Minnesota,-94.3053,46.2807
Louisiana,Minnesota,in-mover,295,Louisiana,-91.9968,31.0689,Minnesota,-94.3053,46.2807
Louisiana,Minnesota,out-mover,364,Louisiana,-91.9968,31.0689,Minnesota,-94.3053,46.2807
Maine,Minnesota,in-mover,113,Maine,-69.2428,45.3695,Minnesota,-94.3053,46.2807
Maine,Minnesota,out-mover,162,Maine,-69.2428,45.3695,Minnesota,-94.3053,46.2807
Maryland,Minnesota,in-mover,571,Maryland,-76.7909,39.055,Minnesota,-94.3053,46.2807
Maryland,Minnesota,out-mover,1018,Maryland,-76.7909,39.055,Minnesota,-94.3053,46.2807
Massachusetts,Minnesota,in-mover,1346,Massachusetts,-71.8083,42.2596,Minnesota,-94.3053,46.2807
Massachusetts,Minnesota,out-mover,1410,Massachusetts,-71.8083,42.2596,Minnesota,-94.3053,46.2807
Michigan,Minnesota,in-mover,1997,Michigan,-85.4102,44.3467,Minnesota,-94.3053,46.2807
Michigan,Minnesota,out-mover,2959,Michigan,-85.4102,44.3467,Minnesota,-94.3053,46.2807
Minnesota,Minnesota,in-mover,0,Minnesota,-94.3053,46.2807,Minnesota,-94.3053,46.2807
Minnesota,Minnesota,out-mover,0,Minnesota,-94.3053,46.2807,Minnesota,-94.3053,46.2807
Mississippi,Minnesota,in-mover,90,Mississippi,-89.6678,32.7364,Minnesota,-94.3053,46.2807
Mississippi,Minnesota,out-mover,368,Mississippi,-89.6678,32.7364,Minnesota,-94.3053,46.2807
Missouri,Minnesota,in-mover,1972,Missouri,-92.458,38.3566,Minnesota,-94.3053,46.2807
Missouri,Minnesota,out-mover,1986,Missouri,-92.458,38.3566,Minnesota,-94.3053,46.2807
Montana,Minnesota,in-mover,1434,Montana,-109.6333,47.0527,Minnesota,-94.3053,46.2807
Montana,Minnesota,out-mover,783,Montana,-109.6333,47.0527,Minnesota,-94.3053,46.2807
Nebraska,Minnesota,in-mover,2076,Nebraska,-99.7951,41.5378,Minnesota,-94.3053,46.2807
Nebraska,Minnesota,out-mover,1893,Nebraska,-99.7951,41.5378,Minnesota,-94.3053,46.2807
Nevada,Minnesota,in-mover,1565,Nevada,-116.6312,39.3289,Minnesota,-94.3053,46.2807
Nevada,Minnesota,out-mover,783,Nevada,-116.6312,39.3289,Minnesota,-94.3053,46.2807
New Hampshire,Minnesota,in-mover,173,New Hampshire,-71.5811,43.6805,Minnesota,-94.3053,46.2807
New Hampshire,Minnesota,out-mover,163,New Hampshire,-71.5811,43.6805,Minnesota,-94.3053,46.2807
New Jersey,Minnesota,in-mover,514,New Jersey,-74.6728,40.1907,Minnesota,-94.3053,46.2807
New Jersey,Minnesota,out-mover,563,New Jersey,-74.6728,40.1907,Minnesota,-94.3053,46.2807
New Mexico,Minnesota,in-mover,487,New Mexico,-106.1126,34.4071,Minnesota,-94.3053,46.2807
New Mexico,Minnesota,out-mover,527,New Mexico,-106.1126,34.4071,Minnesota,-94.3053,46.2807
New York,Minnesota,in-mover,1736,New York,-75.5268,42.9538,Minnesota,-94.3053,46.2807
New York,Minnesota,out-mover,2903,New York,-75.5268,42.9538,Minnesota,-94.3053,46.2807
North Carolina,Minnesota,in-mover,2595,North Carolina,-79.3877,35.5557,Minnesota,-94.3053,46.2807
North Carolina,Minnesota,out-mover,1755,North Carolina,-79.3877,35.5557,Minnesota,-94.3053,46.2807
North Dakota,Minnesota,in-mover,12683,North Dakota,-100.4659,47.4501,Minnesota,-94.3053,46.2807
North Dakota,Minnesota,out-mover,9423,North Dakota,-100.4659,47.4501,Minnesota,-94.3053,46.2807
Ohio,Minnesota,in-mover,1774,Ohio,-82.7937,40.2862,Minnesota,-94.3053,46.2807
Ohio,Minnesota,out-mover,2374,Ohio,-82.7937,40.2862,Minnesota,-94.3053,46.2807
Oklahoma,Minnesota,in-mover,886,Oklahoma,-97.4943,35.5889,Minnesota,-94.3053,46.2807
Oklahoma,Minnesota,out-mover,764,Oklahoma,-97.4943,35.5889,Minnesota,-94.3053,46.2807
Oregon,Minnesota,in-mover,1350,Oregon,-120.5583,43.9336,Minnesota,-94.3053,46.2807
Oregon,Minnesota,out-mover,978,Oregon,-120.5583,43.9336,Minnesota,-94.3053,46.2807
Pennsylvania,Minnesota,in-mover,1943,Pennsylvania,-77.7996,40.8781,Minnesota,-94.3053,46.2807
Pennsylvania,Minnesota,out-mover,1144,Pennsylvania,-77.7996,40.8781,Minnesota,-94.3053,46.2807
Puerto Rico,Minnesota,in-mover,0,Puerto Rico,-66.43,18.222,Minnesota,-94.3053,46.2807
Puerto Rico,Minnesota,out-mover,280,Puerto Rico,-66.43,18.222,Minnesota,-94.3053,46.2807
Rhode Island,Minnesota,in-mover,40,Rhode Island,-71.5562,41.6762,Minnesota,-94.3053,46.2807
Rhode Island,Minnesota,out-mover,94,Rhode Island,-71.5562,41.6762,Minnesota,-94.3053,46.2807
South Carolina,Minnesota,in-mover,706,South Carolina,-80.8964,33.9169,Minnesota,-94.3053,46.2807
South Carolina,Minnesota,out-mover,336,South Carolina,-80.8964,33.9169,Minnesota,-94.3053,46.2807
South Dakota,Minnesota,in-mover,4396,South Dakota,-100.2263,44.4443,Minnesota,-94.3053,46.2807
South Dakota,Minnesota,out-mover,4914,South Dakota,-100.2263,44.4443,Minnesota,-94.3053,46.2807
Tennessee,Minnesota,in-mover,1344,Tennessee,-86.3505,35.858,Minnesota,-94.3053,46.2807
Tennessee,Minnesota,out-mover,1572,Tennessee,-86.3505,35.858,Minnesota,-94.3053,46.2807
Texas,Minnesota,in-mover,6741,Texas,-99.3312,31.4757,Minnesota,-94.3053,46.2807
Texas,Minnesota,out-mover,5173,Texas,-99.3312,31.4757,Minnesota,-94.3053,46.2807
Utah,Minnesota,in-mover,869,Utah,-111.6703,39.3055,Minnesota,-94.3053,46.2807
Utah,Minnesota,out-mover,852,Utah,-111.6703,39.3055,Minnesota,-94.3053,46.2807
Vermont,Minnesota,in-mover,122,Vermont,-72.6658,44.0687,Minnesota,-94.3053,46.2807
Vermont,Minnesota,out-mover,37,Vermont,-72.6658,44.0687,Minnesota,-94.3053,46.2807
Virginia,Minnesota,in-mover,1728,Virginia,-78.8537,37.5215,Minnesota,-94.3053,46.2807
Virginia,Minnesota,out-mover,1838,Virginia,-78.8537,37.5215,Minnesota,-94.3053,46.2807
Washington,Minnesota,in-mover,3071,Washington,-120.4472,47.3826,Minnesota,-94.3053,46.2807
Washington,Minnesota,out-mover,3892,Washington,-120.4472,47.3826,Minnesota,-94.3053,46.2807
West Virginia,Minnesota,in-mover,207,West Virginia,-80.6227,38.6409,Minnesota,-94.3053,46.2807
West Virginia,Minnesota,out-mover,82,West Virginia,-80.6227,38.6409,Minnesota,-94.3053,46.2807
Wisconsin,Minnesota,in-mover,18975,Wisconsin,-89.9941,44.6243,Minnesota,-94.3053,46.2807
Wisconsin,Minnesota,out-mover,18369,Wisconsin,-89.9941,44.6243,Minnesota,-94.3053,46.2807
Wyoming,Minnesota,in-mover,458,Wyoming,-107.5512,42.9957,Minnesota,-94.3053,46.2807
Wyoming,Minnesota,out-mover,484,Wyoming,-107.5512,42.9957,Minnesota,-94.3053,46.2807
Alabama,Mississippi,in-mover,6974,Alabama,-86.8287,32.7794,Mississippi,-89.6678,32.7364
Alabama,Mississippi,out-mover,5960,Alabama,-86.8287,32.7794,Mississippi,-89.6678,32.7364
Alaska,Mississippi,in-mover,136,Alaska,-152.2782,64.0685,Mississippi,-89.6678,32.7364
Alaska,Mississippi,out-mover,174,Alaska,-152.2782,64.0685,Mississippi,-89.6678,32.7364
Arizona,Mississippi,in-mover,909,Arizona,-111.6602,34.2744,Mississippi,-89.6678,32.7364
Arizona,Mississippi,out-mover,521,Arizona,-111.6602,34.2744,Mississippi,-89.6678,32.7364
Arkansas,Mississippi,in-mover,3144,Arkansas,-92.4426,34.8938,Mississippi,-89.6678,32.7364
Arkansas,Mississippi,out-mover,2063,Arkansas,-92.4426,34.8938,Mississippi,-89.6678,32.7364
California,Mississippi,in-mover,2752,California,-119.4696,37.1841,Mississippi,-89.6678,32.7364
California,Mississippi,out-mover,3536,California,-119.4696,37.1841,Mississippi,-89.6678,32.7364
Colorado,Mississippi,in-mover,887,Colorado,-105.5478,38.9972,Mississippi,-89.6678,32.7364
Colorado,Mississippi,out-mover,534,Colorado,-105.5478,38.9972,Mississippi,-89.6678,32.7364
Connecticut,Mississippi,in-mover,17,Connecticut,-72.7273,41.6219,Mississippi,-89.6678,32.7364
Connecticut,Mississippi,out-mover,49,Connecticut,-72.7273,41.6219,Mississippi,-89.6678,32.7364
Delaware,Mississippi,in-mover,61,Delaware,-75.505,38.9896,Mississippi,-89.6678,32.7364
Delaware,Mississippi,out-mover,14,Delaware,-75.505,38.9896,Mississippi,-89.6678,32.7364
Florida,Mississippi,in-mover,4766,Florida,-82.4497,28.6305,Mississippi,-89.6678,32.7364
Florida,Mississippi,out-mover,4544,Florida,-82.4497,28.6305,Mississippi,-89.6678,32.7364
Georgia,Mississippi,in-mover,4651,Georgia,-83.4426,32.6415,Mississippi,-89.6678,32.7364
Georgia,Mississippi,out-mover,3767,Georgia,-83.4426,32.6415,Mississippi,-89.6678,32.7364
Hawaii,Mississippi,in-mover,120,Hawaii,-156.3737,20.2927,Mississippi,-89.6678,32.7364
Hawaii,Mississippi,out-mover,455,Hawaii,-156.3737,20.2927,Mississippi,-89.6678,32.7364
Idaho,Mississippi,in-mover,132,Idaho,-114.613,44.3509,Mississippi,-89.6678,32.7364
Idaho,Mississippi,out-mover,261,Idaho,-114.613,44.3509,Mississippi,-89.6678,32.7364
Illinois,Mississippi,in-mover,1891,Illinois,-89.1965,40.0417,Mississippi,-89.6678,32.7364
Illinois,Mississippi,out-mover,2749,Illinois,-89.1965,40.0417,Mississippi,-89.6678,32.7364
Indiana,Mississippi,in-mover,938,Indiana,-86.2816,39.8942,Mississippi,-89.6678,32.7364
Indiana,Mississippi,out-mover,1324,Indiana,-86.2816,39.8942,Mississippi,-89.6678,32.7364
Iowa,Mississippi,in-mover,399,Iowa,-93.496,42.0751,Mississippi,-89.6678,32.7364
Iowa,Mississippi,out-mover,216,Iowa,-93.496,42.0751,Mississippi,-89.6678,32.7364
Kansas,Mississippi,in-mover,304,Kansas,-98.3804,38.4937,Mississippi,-89.6678,32.7364
Kansas,Mississippi,out-mover,292,Kansas,-98.3804,38.4937,Mississippi,-89.6678,32.7364
Kentucky,Mississippi,in-mover,677,Kentucky,-85.3021,37.5347,Mississippi,-89.6678,32.7364
Kentucky,Mississippi,out-mover,831,Kentucky,-85.3021,37.5347,Mississippi,-89.6678,32.7364
Louisiana,Mississippi,in-mover,8243,Louisiana,-91.9968,31.0689,Mississippi,-89.6678,32.7364
Louisiana,Mississippi,out-mover,8773,Louisiana,-91.9968,31.0689,Mississippi,-89.6678,32.7364
Maine,Mississippi,in-mover,56,Maine,-69.2428,45.3695,Mississippi,-89.6678,32.7364
Maine,Mississippi,out-mover,56,Maine,-69.2428,45.3695,Mississippi,-89.6678,32.7364
Maryland,Mississippi,in-mover,821,Maryland,-76.7909,39.055,Mississippi,-89.6678,32.7364
Maryland,Mississippi,out-mover,703,Maryland,-76.7909,39.055,Mississippi,-89.6678,32.7364
Massachusetts,Mississippi,in-mover,194,Massachusetts,-71.8083,42.2596,Mississippi,-89.6678,32.7364
Massachusetts,Mississippi,out-mover,349,Massachusetts,-71.8083,42.2596,Mississippi,-89.6678,32.7364
Michigan,Mississippi,in-mover,1594,Michigan,-85.4102,44.3467,Mississippi,-89.6678,32.7364
Michigan,Mississippi,out-mover,732,Michigan,-85.4102,44.3467,Mississippi,-89.6678,32.7364
Minnesota,Mississippi,in-mover,368,Minnesota,-94.3053,46.2807,Mississippi,-89.6678,32.7364
Minnesota,Mississippi,out-mover,90,Minnesota,-94.3053,46.2807,Mississippi,-89.6678,32.7364
Mississippi,Mississippi,in-mover,0,Mississippi,-89.6678,32.7364,Mississippi,-89.6678,32.7364
Mississippi,Mississippi,out-mover,0,Mississippi,-89.6678,32.7364,Mississippi,-89.6678,32.7364
Missouri,Mississippi,in-mover,2273,Missouri,-92.458,38.3566,Mississippi,-89.6678,32.7364
Missouri,Mississippi,out-mover,1431,Missouri,-92.458,38.3566,Mississippi,-89.6678,32.7364
Montana,Mississippi,in-mover,137,Montana,-109.6333,47.0527,Mississippi,-89.6678,32.7364
Montana,Mississippi,out-mover,252,Montana,-109.6333,47.0527,Mississippi,-89.6678,32.7364
Nebraska,Mississippi,in-mover,253,Nebraska,-99.7951,41.5378,Mississippi,-89.6678,32.7364
Nebraska,Mississippi,out-mover,417,Nebraska,-99.7951,41.5378,Mississippi,-89.6678,32.7364
Nevada,Mississippi,in-mover,682,Nevada,-116.6312,39.3289,Mississippi,-89.6678,32.7364
Nevada,Mississippi,out-mover,625,Nevada,-116.6312,39.3289,Mississippi,-89.6678,32.7364
New Hampshire,Mississippi,in-mover,122,New Hampshire,-71.5811,43.6805,Mississippi,-89.6678,32.7364
New Hampshire,Mississippi,out-mover,30,New Hampshire,-71.5811,43.6805,Mississippi,-89.6678,32.7364
New Jersey,Mississippi,in-mover,271,New Jersey,-74.6728,40.1907,Mississippi,-89.6678,32.7364
New Jersey,Mississippi,out-mover,636,New Jersey,-74.6728,40.1907,Mississippi,-89.6678,32.7364
New Mexico,Mississippi,in-mover,568,New Mexico,-106.1126,34.4071,Mississippi,-89.6678,32.7364
New Mexico,Mississippi,out-mover,58,New Mexico,-106.1126,34.4071,Mississippi,-89.6678,32.7364
New York,Mississippi,in-mover,707,New York,-75.5268,42.9538,Mississippi,-89.6678,32.7364
New York,Mississippi,out-mover,1011,New York,-75.5268,42.9538,Mississippi,-89.6678,32.7364
North Carolina,Mississippi,in-mover,1642,North Carolina,-79.3877,35.5557,Mississippi,-89.6678,32.7364
North Carolina,Mississippi,out-mover,1208,North Carolina,-79.3877,35.5557,Mississippi,-89.6678,32.7364
North Dakota,Mississippi,in-mover,261,North Dakota,-100.4659,47.4501,Mississippi,-89.6678,32.7364
North Dakota,Mississippi,out-mover,81,North Dakota,-100.4659,47.4501,Mississippi,-89.6678,32.7364
Ohio,Mississippi,in-mover,1202,Ohio,-82.7937,40.2862,Mississippi,-89.6678,32.7364
Ohio,Mississippi,out-mover,1123,Ohio,-82.7937,40.2862,Mississippi,-89.6678,32.7364
Oklahoma,Mississippi,in-mover,767,Oklahoma,-97.4943,35.5889,Mississippi,-89.6678,32.7364
Oklahoma,Mississippi,out-mover,546,Oklahoma,-97.4943,35.5889,Mississippi,-89.6678,32.7364
Oregon,Mississippi,in-mover,366,Oregon,-120.5583,43.9336,Mississippi,-89.6678,32.7364
Oregon,Mississippi,out-mover,267,Oregon,-120.5583,43.9336,Mississippi,-89.6678,32.7364
Pennsylvania,Mississippi,in-mover,985,Pennsylvania,-77.7996,40.8781,Mississippi,-89.6678,32.7364
Pennsylvania,Mississippi,out-mover,753,Pennsylvania,-77.7996,40.8781,Mississippi,-89.6678,32.7364
Puerto Rico,Mississippi,in-mover,0,Puerto Rico,-66.43,18.222,Mississippi,-89.6678,32.7364
Puerto Rico,Mississippi,out-mover,504,Puerto Rico,-66.43,18.222,Mississippi,-89.6678,32.7364
Rhode Island,Mississippi,in-mover,77,Rhode Island,-71.5562,41.6762,Mississippi,-89.6678,32.7364
Rhode Island,Mississippi,out-mover,2,Rhode Island,-71.5562,41.6762,Mississippi,-89.6678,32.7364
South Carolina,Mississippi,in-mover,931,South Carolina,-80.8964,33.9169,Mississippi,-89.6678,32.7364
South Carolina,Mississippi,out-mover,897,South Carolina,-80.8964,33.9169,Mississippi,-89.6678,32.7364
South Dakota,Mississippi,in-mover,81,South Dakota,-100.2263,44.4443,Mississippi,-89.6678,32.7364
South Dakota,Mississippi,out-mover,0,South Dakota,-100.2263,44.4443,Mississippi,-89.6678,32.7364
Tennessee,Mississippi,in-mover,10139,Tennessee,-86.3505,35.858,Mississippi,-89.6678,32.7364
Tennessee,Mississippi,out-mover,10069,Tennessee,-86.3505,35.858,Mississippi,-89.6678,32.7364
Texas,Mississippi,in-mover,9696,Texas,-99.3312,31.4757,Mississippi,-89.6678,32.7364
Texas,Mississippi,out-mover,5697,Texas,-99.3312,31.4757,Mississippi,-89.6678,32.7364
Utah,Mississippi,in-mover,415,Utah,-111.6703,39.3055,Mississippi,-89.6678,32.7364
Utah,Mississippi,out-mover,198,Utah,-111.6703,39.3055,Mississippi,-89.6678,32.7364
Vermont,Mississippi,in-mover,0,Vermont,-72.6658,44.0687,Mississippi,-89.6678,32.7364
Vermont,Mississippi,out-mover,2,Vermont,-72.6658,44.0687,Mississippi,-89.6678,32.7364
Virginia,Mississippi,in-mover,1643,Virginia,-78.8537,37.5215,Mississippi,-89.6678,32.7364
Virginia,Mississippi,out-mover,1250,Virginia,-78.8537,37.5215,Mississippi,-89.6678,32.7364
Washington,Mississippi,in-mover,520,Washington,-120.4472,47.3826,Mississippi,-89.6678,32.7364
Washington,Mississippi,out-mover,1024,Washington,-120.4472,47.3826,Mississippi,-89.6678,32.7364
West Virginia,Mississippi,in-mover,149,West Virginia,-80.6227,38.6409,Mississippi,-89.6678,32.7364
West Virginia,Mississippi,out-mover,615,West Virginia,-80.6227,38.6409,Mississippi,-89.6678,32.7364
Wisconsin,Mississippi,in-mover,553,Wisconsin,-89.9941,44.6243,Mississippi,-89.6678,32.7364
Wisconsin,Mississippi,out-mover,1000,Wisconsin,-89.9941,44.6243,Mississippi,-89.6678,32.7364
Wyoming,Mississippi,in-mover,13,Wyoming,-107.5512,42.9957,Mississippi,-89.6678,32.7364
Wyoming,Mississippi,out-mover,198,Wyoming,-107.5512,42.9957,Mississippi,-89.6678,32.7364
Alabama,Missouri,in-mover,1436,Alabama,-86.8287,32.7794,Missouri,-92.458,38.3566
Alabama,Missouri,out-mover,2175,Alabama,-86.8287,32.7794,Missouri,-92.458,38.3566
Alaska,Missouri,in-mover,631,Alaska,-152.2782,64.0685,Missouri,-92.458,38.3566
Alaska,Missouri,out-mover,1048,Alaska,-152.2782,64.0685,Missouri,-92.458,38.3566
Arizona,Missouri,in-mover,3939,Arizona,-111.6602,34.2744,Missouri,-92.458,38.3566
Arizona,Missouri,out-mover,2855,Arizona,-111.6602,34.2744,Missouri,-92.458,38.3566
Arkansas,Missouri,in-mover,6761,Arkansas,-92.4426,34.8938,Missouri,-92.458,38.3566
Arkansas,Missouri,out-mover,7181,Arkansas,-92.4426,34.8938,Missouri,-92.458,38.3566
California,Missouri,in-mover,7301,California,-119.4696,37.1841,Missouri,-92.458,38.3566
California,Missouri,out-mover,8745,California,-119.4696,37.1841,Missouri,-92.458,38.3566
Colorado,Missouri,in-mover,5684,Colorado,-105.5478,38.9972,Missouri,-92.458,38.3566
Colorado,Missouri,out-mover,5368,Colorado,-105.5478,38.9972,Missouri,-92.458,38.3566
Connecticut,Missouri,in-mover,554,Connecticut,-72.7273,41.6219,Missouri,-92.458,38.3566
Connecticut,Missouri,out-mover,499,Connecticut,-72.7273,41.6219,Missouri,-92.458,38.3566
Delaware,Missouri,in-mover,100,Delaware,-75.505,38.9896,Missouri,-92.458,38.3566
Delaware,Missouri,out-mover,273,Delaware,-75.505,38.9896,Missouri,-92.458,38.3566
Florida,Missouri,in-mover,10411,Florida,-82.4497,28.6305,Missouri,-92.458,38.3566
Florida,Missouri,out-mover,6732,Florida,-82.4497,28.6305,Missouri,-92.458,38.3566
Georgia,Missouri,in-mover,4286,Georgia,-83.4426,32.6415,Missouri,-92.458,38.3566
Georgia,Missouri,out-mover,3237,Georgia,-83.4426,32.6415,Missouri,-92.458,38.3566
Hawaii,Missouri,in-mover,679,Hawaii,-156.3737,20.2927,Missouri,-92.458,38.3566
Hawaii,Missouri,out-mover,927,Hawaii,-156.3737,20.2927,Missouri,-92.458,38.3566
Idaho,Missouri,in-mover,847,Idaho,-114.613,44.3509,Missouri,-92.458,38.3566
Idaho,Missouri,out-mover,713,Idaho,-114.613,44.3509,Missouri,-92.458,38.3566
Illinois,Missouri,in-mover,15247,Illinois,-89.1965,40.0417,Missouri,-92.458,38.3566
Illinois,Missouri,out-mover,21999,Illinois,-89.1965,40.0417,Missouri,-92.458,38.3566
